datetime,powerConsumptionTotal_MW,fossilFree_%,renewable_%,isEstimated,estimationMethod
2024-08-02 20:00:00+00:00,31148,76,51,False,
2024-08-02 21:00:00+00:00,29213,76,50,False,
2024-08-02 22:00:00+00:00,27625,76,49,False,
2024-08-02 23:00:00+00:00,26055,76,48,False,
2024-08-03 00:00:00+00:00,24978,75,45,False,
2024-08-03 01:00:00+00:00,24080,73,43,False,
2024-08-03 02:00:00+00:00,23324,74,42,False,
2024-08-03 03:00:00+00:00,22873,74,41,False,
2024-08-03 04:00:00+00:00,23063,74,41,False,
2024-08-03 05:00:00+00:00,23220,75,42,False,
2024-08-03 06:00:00+00:00,23744,80,48,False,
2024-08-03 07:00:00+00:00,24856,87,59,False,
2024-08-03 08:00:00+00:00,25951,90,66,False,
2024-08-03 09:00:00+00:00,26626,92,70,False,
2024-08-03 10:00:00+00:00,27060,92,71,False,
2024-08-03 11:00:00+00:00,27875,92,70,False,
2024-08-03 12:00:00+00:00,28380,92,70,False,
2024-08-03 13:00:00+00:00,28166,92,71,False,
2024-08-03 14:00:00+00:00,28070,92,71,False,
2024-08-03 15:00:00+00:00,28250,93,70,False,
2024-08-03 16:00:00+00:00,28787,91,68,False,
2024-08-03 17:00:00+00:00,29370,87,62,False,
2024-08-03 18:00:00+00:00,29776,81,54,False,
2024-08-03 19:00:00+00:00,30071,75,48,False,
2024-08-03 20:00:00+00:00,29959,75,48,False,
2024-08-03 21:00:00+00:00,28158,76,49,False,
2024-08-03 22:00:00+00:00,26419,75,48,False,
2024-08-03 23:00:00+00:00,24930,74,45,False,
2024-08-04 00:00:00+00:00,23531,74,43,False,
2024-08-04 01:00:00+00:00,22689,74,42,False,
2024-08-04 02:00:00+00:00,21959,74,40,False,
2024-08-04 03:00:00+00:00,21742,73,39,False,
2024-08-04 04:00:00+00:00,21768,73,39,False,
2024-08-04 05:00:00+00:00,21565,72,37,False,
2024-08-04 06:00:00+00:00,21550,75,42,False,
2024-08-04 07:00:00+00:00,22296,84,55,False,
2024-08-04 08:00:00+00:00,23407,91,65,False,
2024-08-04 09:00:00+00:00,24362,92,69,False,
2024-08-04 10:00:00+00:00,25103,92,70,False,
2024-08-04 11:00:00+00:00,26084,92,70,False,
2024-08-04 12:00:00+00:00,26895,92,70,False,
2024-08-04 13:00:00+00:00,26823,93,71,False,
2024-08-04 14:00:00+00:00,26654,93,71,False,
2024-08-04 15:00:00+00:00,26906,93,70,False,
2024-08-04 16:00:00+00:00,27434,91,67,False,
2024-08-04 17:00:00+00:00,28298,86,60,False,
2024-08-04 18:00:00+00:00,28839,76,49,False,
2024-08-04 19:00:00+00:00,29712,70,42,False,
2024-08-04 20:00:00+00:00,30348,70,43,False,
2024-08-04 21:00:00+00:00,28844,70,42,False,
2024-08-04 22:00:00+00:00,26801,69,41,False,
2024-08-04 23:00:00+00:00,25117,67,38,False,
2024-08-05 00:00:00+00:00,23727,66,34,False,
2024-08-05 01:00:00+00:00,22782,65,32,False,
2024-08-05 02:00:00+00:00,22288,65,30,False,
2024-08-05 03:00:00+00:00,22358,65,29,False,
2024-08-05 04:00:00+00:00,23957,64,30,False,
2024-08-05 05:00:00+00:00,25966,64,31,False,
2024-08-05 06:00:00+00:00,27331,68,37,False,
2024-08-05 07:00:00+00:00,28683,79,50,False,
2024-08-05 08:00:00+00:00,29682,88,61,False,
2024-08-05 09:00:00+00:00,30276,90,65,False,
2024-08-05 10:00:00+00:00,30950,90,66,False,
2024-08-05 11:00:00+00:00,31931,90,67,False,
2024-08-05 12:00:00+00:00,32566,90,67,False,
2024-08-05 13:00:00+00:00,32295,91,68,False,
2024-08-05 14:00:00+00:00,32012,91,68,False,
2024-08-05 15:00:00+00:00,32272,91,68,False,
2024-08-05 16:00:00+00:00,32585,89,65,False,
2024-08-05 17:00:00+00:00,32652,82,57,False,
2024-08-05 18:00:00+00:00,32612,72,46,False,
2024-08-05 19:00:00+00:00,32821,69,43,False,
2024-08-05 20:00:00+00:00,32211,69,43,False,
2024-08-05 21:00:00+00:00,29898,69,41,False,
2024-08-05 22:00:00+00:00,27890,69,40,False,
2024-08-05 23:00:00+00:00,26106,69,38,False,
2024-08-06 00:00:00+00:00,24775,70,37,False,
2024-08-06 01:00:00+00:00,23937,70,37,False,
2024-08-06 02:00:00+00:00,23371,69,35,False,
2024-08-06 03:00:00+00:00,23300,67,33,False,
2024-08-06 04:00:00+00:00,24681,67,34,False,
2024-08-06 05:00:00+00:00,26523,67,35,False,
2024-08-06 06:00:00+00:00,27658,70,40,False,
2024-08-06 07:00:00+00:00,28852,78,50,False,
2024-08-06 08:00:00+00:00,29633,86,60,False,
2024-08-06 09:00:00+00:00,30281,89,64,False,
2024-08-06 10:00:00+00:00,31077,89,65,False,
2024-08-06 11:00:00+00:00,32109,89,66,False,
2024-08-06 12:00:00+00:00,32688,90,67,False,
2024-08-06 13:00:00+00:00,32477,90,67,False,
2024-08-06 14:00:00+00:00,32308,90,67,False,
2024-08-06 15:00:00+00:00,32348,90,67,False,
2024-08-06 16:00:00+00:00,32606,89,66,False,
2024-08-06 17:00:00+00:00,32700,83,60,False,
2024-08-06 18:00:00+00:00,32908,75,50,False,
2024-08-06 19:00:00+00:00,33440,70,46,False,
2024-08-06 20:00:00+00:00,32816,68,45,False,
2024-08-06 21:00:00+00:00,30665,70,44,False,
2024-08-06 22:00:00+00:00,28700,76,49,False,
2024-08-06 23:00:00+00:00,26917,79,50,False,
2024-08-07 00:00:00+00:00,25371,79,47,False,
2024-08-07 01:00:00+00:00,24416,78,45,False,
2024-08-07 02:00:00+00:00,23813,79,46,False,
2024-08-07 03:00:00+00:00,23755,80,46,False,
2024-08-07 04:00:00+00:00,25039,79,46,False,
2024-08-07 05:00:00+00:00,26902,79,47,False,
2024-08-07 06:00:00+00:00,27939,80,51,False,
2024-08-07 07:00:00+00:00,28514,86,59,False,
2024-08-07 08:00:00+00:00,29828,90,65,False,
2024-08-07 09:00:00+00:00,30323,90,67,False,
2024-08-07 10:00:00+00:00,31144,90,67,False,
2024-08-07 11:00:00+00:00,32154,90,67,False,
2024-08-07 12:00:00+00:00,32550,91,68,False,
2024-08-07 13:00:00+00:00,32353,91,68,False,
2024-08-07 14:00:00+00:00,32127,91,68,False,
2024-08-07 15:00:00+00:00,32283,91,68,False,
2024-08-07 16:00:00+00:00,32410,89,66,False,
2024-08-07 17:00:00+00:00,32715,84,60,False,
2024-08-07 18:00:00+00:00,32928,78,53,False,
2024-08-07 19:00:00+00:00,33230,72,47,False,
2024-08-07 20:00:00+00:00,32589,72,47,False,
2024-08-07 21:00:00+00:00,30327,74,47,False,
2024-08-07 22:00:00+00:00,28352,77,48,False,
2024-08-07 23:00:00+00:00,26651,76,46,False,
2024-08-08 00:00:00+00:00,25147,77,44,False,
2024-08-08 01:00:00+00:00,24083,77,42,False,
2024-08-08 02:00:00+00:00,23522,77,41,False,
2024-08-08 03:00:00+00:00,23533,75,40,False,
2024-08-08 04:00:00+00:00,24683,76,41,False,
2024-08-08 05:00:00+00:00,26509,75,41,False,
2024-08-08 06:00:00+00:00,27634,77,46,False,
2024-08-08 07:00:00+00:00,28658,85,57,False,
2024-08-08 08:00:00+00:00,29736,90,64,False,
2024-08-08 09:00:00+00:00,30366,91,66,False,
2024-08-08 10:00:00+00:00,31215,91,68,False,
2024-08-08 11:00:00+00:00,32371,91,68,False,
2024-08-08 12:00:00+00:00,32899,91,68,False,
2024-08-08 13:00:00+00:00,32653,91,68,False,
2024-08-08 14:00:00+00:00,32402,91,69,False,
2024-08-08 15:00:00+00:00,32552,90,67,False,
2024-08-08 16:00:00+00:00,32847,88,65,False,
2024-08-08 17:00:00+00:00,33103,83,59,False,
2024-08-08 18:00:00+00:00,33273,75,50,False,
2024-08-08 19:00:00+00:00,33547,69,44,False,
2024-08-08 20:00:00+00:00,32874,70,44,False,
2024-08-08 21:00:00+00:00,30723,73,46,False,
2024-08-08 22:00:00+00:00,28843,73,44,False,
2024-08-08 23:00:00+00:00,27117,74,44,False,
2024-08-09 00:00:00+00:00,25632,73,41,False,
2024-08-09 01:00:00+00:00,24611,73,39,False,
2024-08-09 02:00:00+00:00,23869,72,38,False,
2024-08-09 03:00:00+00:00,23726,70,36,False,
2024-08-09 04:00:00+00:00,25013,70,37,False,
2024-08-09 05:00:00+00:00,26703,72,40,False,
2024-08-09 06:00:00+00:00,27833,75,45,False,
2024-08-09 07:00:00+00:00,29241,82,54,False,
2024-08-09 08:00:00+00:00,30101,88,62,False,
2024-08-09 09:00:00+00:00,30673,90,66,False,
2024-08-09 10:00:00+00:00,31179,90,67,False,
2024-08-09 11:00:00+00:00,32172,90,68,False,
2024-08-09 12:00:00+00:00,32778,90,68,False,
2024-08-09 13:00:00+00:00,32493,91,68,False,
2024-08-09 14:00:00+00:00,32266,91,68,False,
2024-08-09 15:00:00+00:00,32378,91,68,False,
2024-08-09 16:00:00+00:00,32854,89,66,False,
2024-08-09 17:00:00+00:00,33115,84,60,False,
2024-08-09 18:00:00+00:00,33212,77,52,False,
2024-08-09 19:00:00+00:00,33034,72,46,False,
2024-08-09 20:00:00+00:00,32078,72,47,False,
2024-08-09 21:00:00+00:00,29930,74,47,False,
2024-08-09 22:00:00+00:00,28450,75,46,False,
2024-08-09 23:00:00+00:00,26933,77,46,False,
2024-08-10 00:00:00+00:00,25199,79,45,False,
2024-08-10 01:00:00+00:00,24102,80,44,False,
2024-08-10 02:00:00+00:00,23400,81,44,False,
2024-08-10 03:00:00+00:00,23083,81,44,False,
2024-08-10 04:00:00+00:00,23213,78,41,False,
2024-08-10 05:00:00+00:00,23484,76,40,False,
2024-08-10 06:00:00+00:00,23784,79,45,False,
2024-08-10 07:00:00+00:00,24931,87,57,False,
2024-08-10 08:00:00+00:00,26268,92,66,False,
2024-08-10 09:00:00+00:00,27073,93,69,False,
2024-08-10 10:00:00+00:00,27889,93,69,False,
2024-08-10 11:00:00+00:00,28729,93,70,False,
2024-08-10 12:00:00+00:00,29577,93,71,False,
2024-08-10 13:00:00+00:00,29485,93,71,False,
2024-08-10 14:00:00+00:00,29320,93,70,False,
2024-08-10 15:00:00+00:00,29526,93,70,False,
2024-08-10 16:00:00+00:00,30076,91,68,False,
2024-08-10 17:00:00+00:00,30610,86,62,False,
2024-08-10 18:00:00+00:00,30856,79,54,False,
2024-08-10 19:00:00+00:00,31460,75,49,False,
2024-08-10 20:00:00+00:00,30885,74,48,False,
2024-08-10 21:00:00+00:00,29020,76,49,False,
2024-08-10 22:00:00+00:00,27270,77,49,False,
2024-08-10 23:00:00+00:00,25428,80,49,False,
2024-08-11 00:00:00+00:00,24052,83,50,False,
2024-08-11 01:00:00+00:00,23096,83,49,False,
2024-08-11 02:00:00+00:00,22431,82,47,False,
2024-08-11 03:00:00+00:00,21963,80,44,False,
2024-08-11 04:00:00+00:00,21966,79,42,False,
2024-08-11 05:00:00+00:00,21883,79,43,False,
2024-08-11 06:00:00+00:00,21763,81,46,False,
2024-08-11 07:00:00+00:00,22587,87,57,False,
2024-08-11 08:00:00+00:00,23734,91,65,False,
2024-08-11 09:00:00+00:00,24592,92,67,False,
2024-08-11 10:00:00+00:00,25410,92,68,False,
2024-08-11 11:00:00+00:00,26378,93,68,False,
2024-08-11 12:00:00+00:00,27228,93,69,False,
2024-08-11 13:00:00+00:00,27275,93,69,False,
2024-08-11 14:00:00+00:00,27311,92,70,False,
2024-08-11 15:00:00+00:00,27658,92,72,False,
2024-08-11 16:00:00+00:00,28327,91,71,False,
2024-08-11 17:00:00+00:00,28941,87,63,False,
2024-08-11 18:00:00+00:00,29682,80,53,False,
2024-08-11 19:00:00+00:00,30529,76,50,False,
2024-08-11 20:00:00+00:00,30804,76,49,False,
2024-08-11 21:00:00+00:00,28970,75,48,False,
2024-08-11 22:00:00+00:00,26983,74,45,False,
2024-08-11 23:00:00+00:00,25253,76,45,False,
2024-08-12 00:00:00+00:00,24060,78,45,False,
2024-08-12 01:00:00+00:00,23172,78,44,False,
2024-08-12 02:00:00+00:00,22785,76,41,False,
2024-08-12 03:00:00+00:00,22799,72,37,False,
2024-08-12 04:00:00+00:00,24035,70,35,False,
2024-08-12 05:00:00+00:00,25728,70,37,False,
2024-08-12 06:00:00+00:00,26870,73,42,False,
2024-08-12 07:00:00+00:00,28255,79,50,False,
2024-08-12 08:00:00+00:00,29312,87,61,False,
2024-08-12 09:00:00+00:00,29962,90,65,False,
2024-08-12 10:00:00+00:00,30749,91,67,False,
2024-08-12 11:00:00+00:00,31436,91,68,False,
2024-08-12 12:00:00+00:00,32302,91,68,False,
2024-08-12 13:00:00+00:00,32158,91,69,False,
2024-08-12 14:00:00+00:00,32042,91,69,False,
2024-08-12 15:00:00+00:00,32346,91,69,False,
2024-08-12 16:00:00+00:00,32553,88,67,False,
2024-08-12 17:00:00+00:00,32486,82,61,False,
2024-08-12 18:00:00+00:00,32371,75,53,False,
2024-08-12 19:00:00+00:00,32744,72,48,False,
2024-08-12 20:00:00+00:00,31970,71,47,False,
2024-08-12 21:00:00+00:00,29581,72,45,False,
2024-08-12 22:00:00+00:00,27693,73,43,False,
2024-08-12 23:00:00+00:00,26047,74,42,False,
2024-08-13 00:00:00+00:00,24589,74,40,False,
2024-08-13 01:00:00+00:00,23787,77,42,False,
2024-08-13 02:00:00+00:00,23467,78,41,False,
2024-08-13 03:00:00+00:00,23372,75,38,False,
2024-08-13 04:00:00+00:00,24403,73,37,False,
2024-08-13 05:00:00+00:00,25897,73,39,False,
2024-08-13 06:00:00+00:00,26764,74,43,False,
2024-08-13 07:00:00+00:00,28164,80,53,False,
2024-08-13 08:00:00+00:00,28988,86,59,False,
2024-08-13 09:00:00+00:00,29716,89,63,False,
2024-08-13 10:00:00+00:00,30703,89,64,False,
2024-08-13 11:00:00+00:00,31403,91,66,False,
2024-08-13 12:00:00+00:00,32033,91,67,False,
2024-08-13 13:00:00+00:00,31786,90,67,False,
2024-08-13 14:00:00+00:00,31076,90,68,False,
2024-08-13 15:00:00+00:00,30899,89,68,False,
2024-08-13 16:00:00+00:00,30772,87,65,False,
2024-08-13 17:00:00+00:00,30512,80,57,False,
2024-08-13 18:00:00+00:00,30524,74,49,False,
2024-08-13 19:00:00+00:00,31101,69,43,False,
2024-08-13 20:00:00+00:00,30176,70,43,False,
2024-08-13 21:00:00+00:00,27930,72,44,False,
2024-08-13 22:00:00+00:00,26310,74,42,False,
2024-08-13 23:00:00+00:00,24991,75,41,False,
2024-08-14 00:00:00+00:00,23866,76,40,False,
2024-08-14 01:00:00+00:00,23084,77,40,False,
2024-08-14 02:00:00+00:00,22528,78,40,False,
2024-08-14 03:00:00+00:00,22562,78,40,False,
2024-08-14 04:00:00+00:00,23687,78,42,False,
2024-08-14 05:00:00+00:00,25370,76,43,False,
2024-08-14 06:00:00+00:00,26347,78,47,False,
2024-08-14 07:00:00+00:00,27287,83,57,False,
2024-08-14 08:00:00+00:00,27840,87,66,False,
2024-08-14 09:00:00+00:00,28411,88,69,False,
2024-08-14 10:00:00+00:00,28808,89,70,False,
2024-08-14 11:00:00+00:00,29528,89,71,False,
2024-08-14 12:00:00+00:00,30095,90,72,False,
2024-08-14 13:00:00+00:00,29290,90,72,False,
2024-08-14 14:00:00+00:00,28679,90,71,False,
2024-08-14 15:00:00+00:00,28611,89,70,False,
2024-08-14 16:00:00+00:00,28465,88,69,False,
2024-08-14 17:00:00+00:00,28505,85,64,False,
2024-08-14 18:00:00+00:00,28747,79,56,False,
2024-08-14 19:00:00+00:00,29360,78,54,False,
2024-08-14 20:00:00+00:00,28486,78,55,False,
2024-08-14 21:00:00+00:00,26552,79,54,False,
2024-08-14 22:00:00+00:00,25123,80,51,False,
2024-08-14 23:00:00+00:00,23962,80,49,False,
2024-08-15 00:00:00+00:00,22792,79,47,False,
2024-08-15 01:00:00+00:00,21945,79,45,False,
2024-08-15 02:00:00+00:00,21461,78,45,False,
2024-08-15 03:00:00+00:00,21168,80,45,False,
2024-08-15 04:00:00+00:00,21311,80,44,False,
2024-08-15 05:00:00+00:00,21525,80,44,False,
2024-08-15 06:00:00+00:00,21590,83,51,False,
2024-08-15 07:00:00+00:00,22248,90,65,False,
2024-08-15 08:00:00+00:00,22728,92,70,False,
2024-08-15 09:00:00+00:00,23066,91,70,False,
2024-08-15 10:00:00+00:00,23379,91,70,False,
2024-08-15 11:00:00+00:00,23971,91,70,False,
2024-08-15 12:00:00+00:00,24635,91,70,False,
2024-08-15 13:00:00+00:00,24308,91,70,False,
2024-08-15 14:00:00+00:00,24092,91,69,False,
2024-08-15 15:00:00+00:00,24400,91,70,False,
2024-08-15 16:00:00+00:00,24985,92,70,False,
2024-08-15 17:00:00+00:00,25785,90,66,False,
2024-08-15 18:00:00+00:00,26394,84,55,False,
2024-08-15 19:00:00+00:00,27448,80,50,False,
2024-08-15 20:00:00+00:00,27555,80,50,False,
2024-08-15 21:00:00+00:00,25972,81,51,False,
2024-08-15 22:00:00+00:00,24464,82,49,False,
2024-08-15 23:00:00+00:00,22998,81,47,False,
2024-08-16 00:00:00+00:00,21906,80,45,False,
2024-08-16 01:00:00+00:00,21184,80,43,False,
2024-08-16 02:00:00+00:00,20749,79,42,False,
2024-08-16 03:00:00+00:00,20696,80,41,False,
2024-08-16 04:00:00+00:00,21521,79,41,False,
2024-08-16 05:00:00+00:00,22816,79,42,False,
2024-08-16 06:00:00+00:00,23476,84,49,False,
2024-08-16 07:00:00+00:00,24431,89,61,False,
2024-08-16 08:00:00+00:00,25082,91,67,False,
2024-08-16 09:00:00+00:00,25440,91,70,False,
2024-08-16 10:00:00+00:00,25784,92,70,False,
2024-08-16 11:00:00+00:00,26467,92,69,False,
2024-08-16 12:00:00+00:00,27278,92,70,False,
2024-08-16 13:00:00+00:00,26933,92,71,False,
2024-08-16 14:00:00+00:00,26703,92,71,False,
2024-08-16 15:00:00+00:00,27006,92,72,False,
2024-08-16 16:00:00+00:00,27688,91,70,False,
2024-08-16 17:00:00+00:00,28225,86,62,False,
2024-08-16 18:00:00+00:00,28588,81,53,False,
2024-08-16 19:00:00+00:00,29226,75,47,False,
2024-08-16 20:00:00+00:00,28682,76,48,False,
2024-08-16 21:00:00+00:00,26781,78,48,False,
2024-08-16 22:00:00+00:00,25475,81,48,False,
2024-08-16 23:00:00+00:00,24278,81,48,False,
2024-08-17 00:00:00+00:00,22998,80,45,False,
2024-08-17 01:00:00+00:00,22002,79,43,False,
2024-08-17 02:00:00+00:00,21387,79,41,False,
2024-08-17 03:00:00+00:00,21042,79,42,False,
2024-08-17 04:00:00+00:00,21250,80,42,False,
2024-08-17 05:00:00+00:00,21741,80,42,False,
2024-08-17 06:00:00+00:00,22054,84,48,False,
2024-08-17 07:00:00+00:00,23181,88,60,False,
2024-08-17 08:00:00+00:00,24106,90,67,False,
2024-08-17 09:00:00+00:00,24754,91,70,False,
2024-08-17 10:00:00+00:00,25126,92,71,False,
2024-08-17 11:00:00+00:00,25909,92,71,False,
2024-08-17 12:00:00+00:00,26430,92,71,False,
2024-08-17 13:00:00+00:00,26361,92,72,False,
2024-08-17 14:00:00+00:00,26226,92,71,False,
2024-08-17 15:00:00+00:00,26373,91,70,False,
2024-08-17 16:00:00+00:00,27101,90,69,False,
2024-08-17 17:00:00+00:00,27719,86,62,False,
2024-08-17 18:00:00+00:00,28176,80,52,False,
2024-08-17 19:00:00+00:00,29302,77,50,False,
2024-08-17 20:00:00+00:00,28683,77,50,False,
2024-08-17 21:00:00+00:00,26765,77,48,False,
2024-08-17 22:00:00+00:00,25199,79,47,False,
2024-08-17 23:00:00+00:00,23800,79,45,False,
2024-08-18 00:00:00+00:00,22478,79,42,False,
2024-08-18 01:00:00+00:00,21566,78,39,False,
2024-08-18 02:00:00+00:00,20914,75,36,False,
2024-08-18 03:00:00+00:00,20630,74,35,False,
2024-08-18 04:00:00+00:00,20619,73,34,False,
2024-08-18 05:00:00+00:00,20807,73,35,False,
2024-08-18 06:00:00+00:00,20750,76,39,False,
2024-08-18 07:00:00+00:00,21463,85,57,False,
2024-08-18 08:00:00+00:00,22470,90,66,False,
2024-08-18 09:00:00+00:00,23253,91,69,False,
2024-08-18 10:00:00+00:00,24013,91,70,False,
2024-08-18 11:00:00+00:00,25021,92,72,False,
2024-08-18 12:00:00+00:00,25875,92,72,False,
2024-08-18 13:00:00+00:00,25618,92,72,False,
2024-08-18 14:00:00+00:00,25302,92,72,False,
2024-08-18 15:00:00+00:00,25500,91,71,False,
2024-08-18 16:00:00+00:00,26045,91,72,False,
2024-08-18 17:00:00+00:00,26594,89,69,False,
2024-08-18 18:00:00+00:00,27289,82,58,False,
2024-08-18 19:00:00+00:00,28621,79,54,False,
2024-08-18 20:00:00+00:00,28885,79,55,False,
2024-08-18 21:00:00+00:00,27221,80,55,False,
2024-08-18 22:00:00+00:00,25603,81,53,False,
2024-08-18 23:00:00+00:00,24067,81,50,False,
2024-08-19 00:00:00+00:00,22706,80,49,False,
2024-08-19 01:00:00+00:00,21926,80,48,False,
2024-08-19 02:00:00+00:00,21600,80,47,False,
2024-08-19 03:00:00+00:00,21699,79,46,False,
2024-08-19 04:00:00+00:00,23118,79,44,False,
2024-08-19 05:00:00+00:00,25046,79,46,False,
2024-08-19 06:00:00+00:00,26099,80,51,False,
2024-08-19 07:00:00+00:00,27145,87,60,False,
2024-08-19 08:00:00+00:00,27789,90,67,False,
2024-08-19 09:00:00+00:00,28042,91,69,False,
2024-08-19 10:00:00+00:00,28423,92,69,False,
2024-08-19 11:00:00+00:00,29286,92,69,False,
2024-08-19 12:00:00+00:00,29911,92,69,False,
2024-08-19 13:00:00+00:00,29820,92,69,False,
2024-08-19 14:00:00+00:00,29595,92,69,False,
2024-08-19 15:00:00+00:00,30023,91,69,False,
2024-08-19 16:00:00+00:00,30510,88,68,False,
2024-08-19 17:00:00+00:00,30767,81,58,False,
2024-08-19 18:00:00+00:00,30995,73,47,False,
2024-08-19 19:00:00+00:00,31854,69,42,False,
2024-08-19 20:00:00+00:00,30992,70,43,False,
2024-08-19 21:00:00+00:00,28824,73,44,False,
2024-08-19 22:00:00+00:00,27098,75,44,False,
2024-08-19 23:00:00+00:00,25536,76,44,False,
2024-08-20 00:00:00+00:00,24286,76,43,False,
2024-08-20 01:00:00+00:00,23450,76,40,False,
2024-08-20 02:00:00+00:00,23059,77,40,False,
2024-08-20 03:00:00+00:00,23097,76,39,False,
2024-08-20 04:00:00+00:00,24137,75,39,False,
2024-08-20 05:00:00+00:00,25917,73,40,False,
2024-08-20 06:00:00+00:00,26792,74,43,False,
2024-08-20 07:00:00+00:00,27914,82,53,False,
2024-08-20 08:00:00+00:00,28486,89,63,False,
2024-08-20 09:00:00+00:00,28719,91,66,False,
2024-08-20 10:00:00+00:00,29296,92,69,False,
2024-08-20 11:00:00+00:00,30285,92,70,False,
2024-08-20 12:00:00+00:00,30815,93,70,False,
2024-08-20 13:00:00+00:00,30536,93,71,False,
2024-08-20 14:00:00+00:00,30374,93,70,False,
2024-08-20 15:00:00+00:00,30729,92,69,False,
2024-08-20 16:00:00+00:00,31096,89,68,False,
2024-08-20 17:00:00+00:00,31508,85,63,False,
2024-08-20 18:00:00+00:00,31587,78,54,False,
2024-08-20 19:00:00+00:00,32321,76,52,False,
2024-08-20 20:00:00+00:00,31182,77,52,False,
2024-08-20 21:00:00+00:00,28997,78,52,False,
2024-08-20 22:00:00+00:00,27171,81,52,False,
2024-08-20 23:00:00+00:00,25930,82,52,False,
2024-08-21 00:00:00+00:00,24510,82,51,False,
2024-08-21 01:00:00+00:00,23670,82,49,False,
2024-08-21 02:00:00+00:00,23330,82,49,False,
2024-08-21 03:00:00+00:00,23362,82,48,False,
2024-08-21 04:00:00+00:00,24528,81,48,False,
2024-08-21 05:00:00+00:00,26362,80,49,False,
2024-08-21 06:00:00+00:00,27190,83,52,False,
2024-08-21 07:00:00+00:00,28398,89,61,False,
2024-08-21 08:00:00+00:00,29021,93,68,False,
2024-08-21 09:00:00+00:00,29472,94,71,False,
2024-08-21 10:00:00+00:00,29995,94,71,False,
2024-08-21 11:00:00+00:00,30972,93,71,False,
2024-08-21 12:00:00+00:00,31460,93,71,False,
2024-08-21 13:00:00+00:00,31063,93,70,False,
2024-08-21 14:00:00+00:00,30860,93,69,False,
2024-08-21 15:00:00+00:00,31090,91,67,False,
2024-08-21 16:00:00+00:00,31402,86,61,False,
2024-08-21 17:00:00+00:00,31478,78,54,False,
2024-08-21 18:00:00+00:00,31597,69,44,False,
2024-08-21 19:00:00+00:00,32288,66,41,False,
2024-08-21 20:00:00+00:00,31180,66,40,False,
2024-08-21 21:00:00+00:00,28866,66,38,False,
2024-08-21 22:00:00+00:00,27295,65,36,False,
2024-08-21 23:00:00+00:00,25865,66,34,False,
2024-08-22 00:00:00+00:00,24585,66,31,False,
2024-08-22 01:00:00+00:00,23788,66,30,False,
2024-08-22 02:00:00+00:00,23313,67,31,False,
2024-08-22 03:00:00+00:00,23266,65,29,False,
2024-08-22 04:00:00+00:00,24449,65,30,False,
2024-08-22 05:00:00+00:00,26209,64,32,False,
2024-08-22 06:00:00+00:00,27192,67,36,False,
2024-08-22 07:00:00+00:00,28406,75,46,False,
2024-08-22 08:00:00+00:00,29183,84,57,False,
2024-08-22 09:00:00+00:00,29703,88,63,False,
2024-08-22 10:00:00+00:00,30055,90,65,False,
2024-08-22 11:00:00+00:00,30885,90,66,False,
2024-08-22 12:00:00+00:00,31654,90,67,False,
2024-08-22 13:00:00+00:00,31390,91,67,False,
2024-08-22 14:00:00+00:00,31390,90,67,False,
2024-08-22 15:00:00+00:00,31568,90,66,False,
2024-08-22 16:00:00+00:00,31812,86,61,False,
2024-08-22 17:00:00+00:00,31707,77,52,False,
2024-08-22 18:00:00+00:00,31826,69,42,False,
2024-08-22 19:00:00+00:00,32609,66,40,False,
2024-08-22 20:00:00+00:00,31362,68,41,False,
2024-08-22 21:00:00+00:00,29117,70,41,False,
2024-08-22 22:00:00+00:00,27334,71,41,False,
2024-08-22 23:00:00+00:00,25858,71,39,False,
2024-08-23 00:00:00+00:00,24610,69,35,False,
2024-08-23 01:00:00+00:00,23705,69,34,False,
2024-08-23 02:00:00+00:00,23216,68,32,False,
2024-08-23 03:00:00+00:00,23170,67,32,False,
2024-08-23 04:00:00+00:00,24269,68,34,False,
2024-08-23 05:00:00+00:00,26216,69,37,False,
2024-08-23 06:00:00+00:00,27070,70,40,False,
2024-08-23 07:00:00+00:00,28169,77,49,False,
2024-08-23 08:00:00+00:00,29218,86,60,False,
2024-08-23 09:00:00+00:00,29757,89,65,False,
2024-08-23 10:00:00+00:00,30168,90,66,False,
2024-08-23 11:00:00+00:00,31138,90,67,False,
2024-08-23 12:00:00+00:00,31581,91,68,False,
2024-08-23 13:00:00+00:00,31297,91,68,False,
2024-08-23 14:00:00+00:00,30998,91,68,False,
2024-08-23 15:00:00+00:00,31122,90,66,False,
2024-08-23 16:00:00+00:00,31436,85,60,False,
2024-08-23 17:00:00+00:00,31752,75,51,False,
2024-08-23 18:00:00+00:00,31577,67,42,False,
2024-08-23 19:00:00+00:00,32014,66,40,False,
2024-08-23 20:00:00+00:00,30609,68,40,False,
2024-08-23 21:00:00+00:00,28511,70,40,False,
2024-08-23 22:00:00+00:00,26990,71,41,False,
2024-08-23 23:00:00+00:00,25682,73,41,False,
2024-08-24 00:00:00+00:00,24367,76,43,False,
2024-08-24 01:00:00+00:00,23385,78,44,False,
2024-08-24 02:00:00+00:00,22803,80,45,False,
2024-08-24 03:00:00+00:00,22505,81,46,False,
2024-08-24 04:00:00+00:00,22582,82,47,False,
2024-08-24 05:00:00+00:00,23144,82,48,False,
2024-08-24 06:00:00+00:00,23421,84,52,False,
2024-08-24 07:00:00+00:00,24738,90,60,False,
